epoch,accuracy,loss
0,0.5744845867156982,1.4805322885513306
1,0.6861899495124817,1.0409739017486572
2,0.7378590703010559,0.8704415559768677
3,0.7609764337539673,0.7962149977684021
4,0.7807297706604004,0.7292234897613525
5,0.7990166544914246,0.6556987762451172
6,0.8078150749206543,0.6217499375343323
7,0.8248943090438843,0.5699450969696045
8,0.8393858075141907,0.529633641242981
9,0.8491330742835999,0.4921143352985382
10,0.8530147671699524,0.46403056383132935
11,0.8627620339393616,0.456902414560318
12,0.863797128200531,0.4465869665145874
13,0.8702665567398071,0.4208436906337738
14,0.8797550201416016,0.3949737548828125
15,0.880617618560791,0.38811805844306946
16,0.889243483543396,0.3694566488265991
17,0.889070987701416,0.3547709584236145
18,0.8928663730621338,0.36109012365341187
19,0.9007159471511841,0.3227984309196472
