epoch,accuracy,loss
0,0.6093332171440125,1.3134819269180298
1,0.7442421913146973,0.8357273936271667
2,0.7828862071037292,0.6934853792190552
3,0.816785991191864,0.5887778401374817
4,0.8426637053489685,0.5041235685348511
5,0.8560338020324707,0.45637452602386475
6,0.8763046860694885,0.4088877737522125
7,0.8830328583717346,0.3710123896598816
8,0.8901060819625854,0.33840465545654297
9,0.8990770578384399,0.3244566023349762
10,0.9060640335083008,0.29681453108787537
11,0.9163288474082947,0.26740366220474243
12,0.9182265400886536,0.2652984857559204
13,0.9207280278205872,0.24863728880882263
14,0.9329767823219299,0.21025507152080536
