epoch,accuracy,loss
0,0.16346070170402527,2.8716115951538086
1,0.3181230127811432,2.188061475753784
2,0.38825154304504395,1.959330439567566
3,0.42448028922080994,1.8385028839111328
4,0.44958165287971497,1.758626937866211
5,0.4706288278102875,1.6970524787902832
6,0.4838264584541321,1.641131043434143
7,0.4970240592956543,1.5997369289398193
8,0.519365131855011,1.5243780612945557
9,0.5382558703422546,1.476227879524231
10,0.5442076921463013,1.4549647569656372
11,0.5559388995170593,1.4245973825454712
12,0.5778486728668213,1.357466220855713
13,0.5800914168357849,1.3395246267318726
14,0.5900974869728088,1.3118098974227905
15,0.6006210446357727,1.2636535167694092
16,0.6031225919723511,1.262346625328064
17,0.6076943278312683,1.2276901006698608
18,0.6184766888618469,1.1964367628097534
19,0.6279651522636414,1.1752887964248657
20,0.6331406831741333,1.170526146888733
21,0.6461657881736755,1.1231945753097534
22,0.6465108394622803,1.1141676902770996
23,0.6485810279846191,1.1015405654907227
24,0.6532390117645264,1.0970485210418701
25,0.6563443541526794,1.064033031463623
26,0.6670404672622681,1.0539478063583374
27,0.6715258955955505,1.0410683155059814
28,0.6701457500457764,1.0331686735153198
29,0.6788579225540161,1.0050098896026611
30,0.6847235560417175,0.9886878728866577
31,0.6818770170211792,0.9978914856910706
32,0.6873975396156311,0.9752416610717773
33,0.6955921649932861,0.954791784286499
34,0.6872250437736511,0.9569423794746399
35,0.6978349089622498,0.942880392074585
36,0.702751636505127,0.918758749961853
37,0.7139652967453003,0.8902254700660706
38,0.7090485692024231,0.8932186365127563
39,0.7094798684120178,0.9019919633865356
40,0.7208660244941711,0.8636494278907776
41,0.7156904935836792,0.8685958385467529
42,0.7196584343910217,0.8468692302703857
43,0.7249202132225037,0.8504728674888611
44,0.7338048815727234,0.8245081901550293
45,0.7436383962631226,0.8026540279388428
46,0.7350125312805176,0.8221288919448853
47,0.7335460782051086,0.8230125308036804
48,0.7394117116928101,0.802100658416748
49,0.7457948923110962,0.7813760042190552
