epoch,accuracy,loss
0,0.5713793039321899,1.439440131187439
1,0.7062020301818848,0.9515791535377502
2,0.7417407035827637,0.8277454972267151
3,0.7719313502311707,0.7248507142066956
4,0.7897006869316101,0.6663357019424438
5,0.8066936731338501,0.5980331897735596
6,0.8215302228927612,0.567209780216217
7,0.8377469182014465,0.5037673711776733
8,0.8405934572219849,0.4941656291484833
9,0.8531010150909424,0.45129141211509705
10,0.8644871711730957,0.43183836340904236
11,0.8691451549530029,0.41381943225860596
12,0.8782023787498474,0.37720590829849243
13,0.877253532409668,0.37811678647994995
14,0.8896747827529907,0.34455549716949463
15,0.8963167667388916,0.3240799605846405
16,0.8979556560516357,0.31810301542282104
17,0.8995946049690247,0.3094903826713562
18,0.8987320065498352,0.3080025911331177
19,0.905891478061676,0.28872978687286377
