epoch,accuracy,loss
0,0.5686190128326416,1.4762051105499268
1,0.6900715827941895,1.039984107017517
2,0.7281980514526367,0.8908940553665161
3,0.7677909135818481,0.7702239155769348
4,0.7825412154197693,0.7165370583534241
5,0.8026395440101624,0.6490598320960999
6,0.8142845034599304,0.5978140234947205
7,0.8305874466896057,0.5602734684944153
8,0.8367980718612671,0.5405369997024536
9,0.842146098613739,0.524639904499054
10,0.8544811606407166,0.4786018431186676
11,0.8562063574790955,0.47288012504577637
12,0.8693177103996277,0.42635035514831543
13,0.8693177103996277,0.42441901564598083
14,0.8800138235092163,0.3836047649383545
15,0.8862244486808777,0.36618363857269287
16,0.8829466104507446,0.393340528011322
17,0.8876908421516418,0.36399394273757935
18,0.897524356842041,0.32960760593414307
19,0.9038212895393372,0.3125934600830078
