epoch,accuracy,loss
0,0.15861652791500092,2.877114772796631
1,0.3114542067050934,2.216480255126953
2,0.37985163927078247,2.0021276473999023
3,0.4156460165977478,1.8658192157745361
4,0.4439365267753601,1.795329213142395
5,0.4607555568218231,1.732021450996399
6,0.4763670861721039,1.668285846710205
7,0.4944798946380615,1.613287329673767
8,0.5144039988517761,1.5379269123077393
9,0.5253579616546631,1.5162607431411743
10,0.5320855379104614,1.4920610189437866
11,0.5502846240997314,1.4330923557281494
12,0.5551146864891052,1.424809217453003
13,0.5586510300636292,1.3875820636749268
14,0.5713300108909607,1.3639858961105347
15,0.5857340097427368,1.3291407823562622
16,0.5910816192626953,1.2931959629058838
17,0.5978091955184937,1.27267324924469
18,0.6020355224609375,1.2566359043121338
19,0.6122994422912598,1.2313671112060547
20,0.6276522278785706,1.1835651397705078
21,0.6317060589790344,1.1598478555679321
22,0.6411937475204468,1.1370809078216553
23,0.6393824219703674,1.1355211734771729
24,0.6405899524688721,1.122876763343811
25,0.651457667350769,1.0835129022598267
26,0.6614628434181213,1.0789905786514282
27,0.6566327214241028,1.069762945175171
28,0.6656891703605652,1.05414879322052
29,0.6657754182815552,1.0363922119140625
30,0.6733655333518982,1.0185050964355469
31,0.678109347820282,1.0245985984802246
32,0.6842332482337952,0.9853113293647766
33,0.6858720183372498,0.9812385439872742
34,0.6842332482337952,0.9699247479438782
35,0.6919096112251282,0.9557177424430847
36,0.6943246722221375,0.9488013982772827
37,0.7015697956085205,0.9305600523948669
38,0.7089011669158936,0.9161081910133362
39,0.7092461585998535,0.9036132097244263
40,0.7076073884963989,0.8944568037986755
41,0.7182163000106812,0.8852815628051758
42,0.7125236988067627,0.8907620310783386
43,0.7234776616096497,0.8667489886283875
44,0.7215801477432251,0.8642503023147583
45,0.7215801477432251,0.8667638301849365
46,0.7187338471412659,0.869674026966095
47,0.7264964580535889,0.8509433269500732
48,0.7271865010261536,0.826688289642334
49,0.7252889275550842,0.839452862739563
