epoch,accuracy,loss
0,0.570898711681366,1.4407131671905518
1,0.7003622651100159,0.9634847640991211
2,0.7489218711853027,0.8167134523391724
3,0.7743660807609558,0.7233029007911682
4,0.7878212928771973,0.6603623628616333
5,0.8064516186714172,0.612000584602356
6,0.818699300289154,0.5681079626083374
7,0.8329308032989502,0.5172378420829773
8,0.8437985181808472,0.48795706033706665
9,0.8524236679077148,0.45272672176361084
10,0.8640676140785217,0.4321712255477905
11,0.8682076930999756,0.4107210040092468
12,0.8764878511428833,0.3875122666358948
13,0.8836467266082764,0.35497915744781494
14,0.884940505027771,0.35854268074035645
15,0.8902880549430847,0.3400024473667145
16,0.8971019387245178,0.3153850734233856
17,0.8955494165420532,0.3190808892250061
18,0.9097809195518494,0.2841343581676483
19,0.9146109819412231,0.27004167437553406
