epoch,accuracy,loss
0,0.5687915086746216,1.4353785514831543
1,0.7087897658348083,0.9484837055206299
2,0.7464849352836609,0.8109509348869324
3,0.7700336575508118,0.7435020804405212
4,0.7959113121032715,0.6503199338912964
5,0.8112654089927673,0.5899852514266968
6,0.8242042660713196,0.5612725615501404
7,0.8350728750228882,0.5142955183982849
8,0.8443025946617126,0.4817783534526825
9,0.8575865030288696,0.4491143524646759
10,0.8629345297813416,0.42535147070884705
11,0.8675062656402588,0.41265547275543213
12,0.8763909339904785,0.3750230669975281
13,0.8832053542137146,0.3712988793849945
14,0.8870007991790771,0.34682196378707886
15,0.8908824324607849,0.32855257391929626
16,0.8950228691101074,0.32574599981307983
17,0.8981281518936157,0.3068322241306305
18,0.9065815806388855,0.29446104168891907
19,0.9107219576835632,0.28455105423927307
