epoch,accuracy,loss
0,0.16636481881141663,2.856553316116333
1,0.32031047344207764,2.204378843307495
2,0.38214749097824097,1.9913315773010254
3,0.417593777179718,1.8680623769760132
4,0.4353600740432739,1.8106580972671509
5,0.4559724032878876,1.7392009496688843
6,0.4789995551109314,1.6709978580474854
7,0.49849072098731995,1.6086456775665283
8,0.5142734050750732,1.5569403171539307
9,0.5189305543899536,1.5187134742736816
10,0.5336782932281494,1.488741397857666
11,0.5480810403823853,1.4312196969985962
12,0.5624838471412659,1.4053372144699097
13,0.5733506083488464,1.3701635599136353
14,0.5705907940864563,1.3545821905136108
15,0.5919793248176575,1.3005528450012207
16,0.6028460264205933,1.2736698389053345
17,0.5980163812637329,1.2666904926300049
18,0.6079344749450684,1.2351924180984497
19,0.618283748626709,1.2004770040512085
20,0.6236308813095093,1.1933311223983765
21,0.6363087296485901,1.1597381830215454
22,0.63742995262146,1.140026569366455
23,0.6458818316459656,1.1253507137298584
24,0.6456230878829956,1.113932490348816
25,0.652436375617981,1.0881726741790771
26,0.6640793681144714,1.049960970878601
27,0.6616644859313965,1.0607929229736328
28,0.6721863150596619,1.0474941730499268
29,0.6749460697174072,1.0088846683502197
30,0.6716688275337219,1.0103623867034912
31,0.6865028142929077,0.9861188530921936
32,0.6831392645835876,0.9790183305740356
33,0.689866304397583,0.9736526608467102
34,0.6922811269760132,0.9630506634712219
35,0.6953859329223633,0.9522565007209778
36,0.7022854685783386,0.9255923628807068
37,0.7064251899719238,0.9208226203918457
38,0.7021129727363586,0.9348529577255249
39,0.7167744636535645,0.8999002575874329
40,0.7102199196815491,0.8990625143051147
41,0.7210004329681396,0.880703330039978
42,0.7147908806800842,0.8870875835418701
43,0.7206554412841797,0.8747194409370422
44,0.7247089147567749,0.865035891532898
45,0.7222940921783447,0.8490073680877686
46,0.7312634587287903,0.8336572647094727
47,0.7302285432815552,0.8343285918235779
48,0.72945237159729,0.84145188331604
49,0.7376455664634705,0.8178930282592773
