epoch,accuracy,loss
0,0.16820494830608368,2.867427110671997
1,0.3223496973514557,2.191570997238159
2,0.3830759823322296,1.9773863554000854
3,0.4077460467815399,1.883188009262085
4,0.4375053942203522,1.7994358539581299
5,0.4525144398212433,1.749531626701355
6,0.48701801896095276,1.645653486251831
7,0.4783058762550354,1.653672456741333
8,0.499956876039505,1.5791157484054565
9,0.5094453692436218,1.5598719120025635
10,0.5229880213737488,1.5288430452346802
11,0.5432588458061218,1.4722931385040283
12,0.5503320693969727,1.430371880531311
13,0.5602518916130066,1.3947300910949707
14,0.5637022256851196,1.3820031881332397
15,0.5802639722824097,1.3349593877792358
16,0.5871646404266357,1.3181127309799194
17,0.6020011901855469,1.2735399007797241
18,0.6070042252540588,1.2413991689682007
19,0.6109721660614014,1.2385563850402832
20,0.6128698587417603,1.2135707139968872
21,0.6285689473152161,1.1745610237121582
22,0.6289139986038208,1.1638115644454956
23,0.6315017938613892,1.145688533782959
24,0.6377986669540405,1.1312799453735352
25,0.6405589580535889,1.1307682991027832
26,0.6481497287750244,1.105672836303711
27,0.650392472743988,1.090288519859314
28,0.6525489687919617,1.081096887588501
29,0.6591046452522278,1.0785846710205078
30,0.6609160900115967,1.0454317331314087
31,0.667299211025238,1.0336055755615234
32,0.668938159942627,1.0371769666671753
33,0.6707496047019958,1.0284795761108398
34,0.6749762892723083,1.004834532737732
35,0.6831708550453186,0.987072765827179
36,0.6826533079147339,0.9876575469970703
37,0.6899853348731995,0.960406482219696
38,0.6887776851654053,0.9602584838867188
39,0.6953333616256714,0.9426867961883545
40,0.6981799602508545,0.9441117644309998
41,0.6989562511444092,0.9355759620666504
42,0.7062882781028748,0.9160462021827698
43,0.707495927810669,0.911856472492218
44,0.7037004828453064,0.9072027802467346
45,0.7098249197006226,0.8881688117980957
46,0.7156042456626892,0.8808975219726562
47,0.711032509803772,0.8917272686958313
48,0.7166393399238586,0.8706846833229065
49,0.7238851189613342,0.8575141429901123
