epoch,accuracy,loss
0,0.6116094589233398,1.305289626121521
1,0.7429705262184143,0.835053026676178
2,0.7830774784088135,0.6963635683059692
3,0.8153355121612549,0.5838152170181274
4,0.8360359072685242,0.5167232155799866
5,0.8521649241447449,0.469178169965744
6,0.8650164008140564,0.4287259578704834
7,0.885285496711731,0.3678279519081116
8,0.8845092058181763,0.3619135320186615
9,0.903312087059021,0.30379438400268555
10,0.9056408405303955,0.29837873578071594
11,0.9056408405303955,0.28990259766578674
12,0.9202173352241516,0.2424483448266983
13,0.9207348823547363,0.236807182431221
14,0.9242711663246155,0.23371094465255737
