epoch,accuracy,loss
0,0.5597343444824219,1.4837777614593506
1,0.6949883699417114,1.0176883935928345
2,0.7299232482910156,0.8979230523109436
3,0.7592512965202332,0.7983817458152771
4,0.7826274633407593,0.7183710336685181
5,0.7926334738731384,0.6701968312263489
6,0.811782956123352,0.6164485216140747
7,0.825239360332489,0.566825807094574
8,0.8350728750228882,0.5454487800598145
9,0.8454239368438721,0.5118759870529175
10,0.850254476070404,0.5002111196517944
11,0.855602502822876,0.46397000551223755
12,0.8591391444206238,0.46352243423461914
13,0.8696627020835876,0.4311610758304596
14,0.8754420876502991,0.4055067300796509
15,0.8726817965507507,0.4192628860473633
16,0.8841542601585388,0.37164178490638733
17,0.8775122761726379,0.404422402381897
18,0.8883809447288513,0.3625543713569641
19,0.8984732031822205,0.3337213099002838
