epoch,accuracy,loss
0,0.5680524706840515,1.47274911403656
1,0.688804566860199,1.038504719734192
2,0.7322753071784973,0.9005524516105652
3,0.7580645084381104,0.79852294921875
4,0.7796273827552795,0.7218844294548035
5,0.796187698841095,0.6786609292030334
6,0.811454176902771,0.6192931532859802
7,0.829308271408081,0.5614461302757263
8,0.8385371565818787,0.5211316347122192
9,0.8454372882843018,0.5121753811836243
10,0.8515611290931702,0.48985233902931213
11,0.866310179233551,0.43412768840789795
12,0.8638951182365417,0.42558470368385315
13,0.8725202679634094,0.41847842931747437
14,0.8778678774833679,0.3908851444721222
15,0.8811454176902771,0.3840138018131256
16,0.8862342834472656,0.374579519033432
17,0.8901155591011047,0.3678893446922302
18,0.892271876335144,0.3468323051929474
19,0.8911505937576294,0.3618023693561554
